latency_ms,packet_loss_pct,cpu_utilization,bgp_flaps,is_anomaly
22.483570765056164,0.20355324456281382,30.34189666847008,0.0,0
19.308678494144075,100.0,28.02060444794259,4.0,1
23.23844269050346,0.17441026698473966,36.51819376052394,0.0,0
27.61514928204013,0.05549904939565742,17.60277888430138,0.0,0
18.829233126383322,100.0,31.296166198933996,2.0,1
18.8293152152541,0.4738440129822354,30.732204352003638,0.0,0
27.896064077536955,0.0361582376289693,20.133105809864826,0.0,0
23.837173645764544,0.4775576036458507,30.0356666823658,0.0,0
17.65262807032524,0.2612882996683726,26.680724815131143,0.0,0
22.712800217929825,0.14978283897693695,23.86261870023296,0.0,0
17.682911535937688,0.038431037638081755,98.99042775465598,0.0,1
17.671351232148716,0.2503121340352089,21.40445274275407,0.0,0
21.20981135783017,0.39725777224537434,35.24906047892963,0.0,0
10.43359877671101,100.0,25.003414094787413,1.0,1
191.76391736719643,0.02511300573198688,28.910650007657296,0.0,1
157.905009559366,0.036450917683951756,21.045503091662233,0.0,1
14.93584439832788,0.20143664131631855,21.100735268891807,0.0,0
21.571236662976368,0.14764524702397164,30.40992404624971,0.0,0
15.459879622393945,0.11619216152802392,18.25211894224234,0.0,0
12.938481493323543,18.143953232801245,22.923931160473643,0.0,1
27.32824384460777,0.4017413716484423,25.17013705536116,0.0,0
18.871118497567323,100.0,25.556863009200264,3.0,1
20.33764102343962,0.2025513472637832,24.10453357491922,0.0,0
12.876259068932717,0.45305550106624853,26.979098905479617,0.0,0
17.278086377374088,0.16074785062394098,28.464278779089057,0.0,0
20.55461294854933,0.2382184931718958,28.67318772729665,0.0,0
14.245032112888486,0.11301449890799986,87.38514151094144,0.0,1
21.87849009172836,0.320238021087922,23.579224510356013,0.0,0
16.996806550405974,0.48949055758740445,30.97381430938469,0.0,0
18.541531251033618,0.3017465480216893,29.47323593786936,0.0,0
16.991466938853016,0.17890704205677443,18.13570274259468,0.0,0
29.261390922544688,0.3239087229952642,26.757399501761007,0.0,0
19.93251387631033,0.061460339232693784,15.108873753125948,0.0,0
14.711445355220498,0.4443295401326993,25.234674510301847,0.0,0
24.112724560515943,0.2515419753899182,34.48883508372988,0.0,0
13.895781750144888,0.22467487101982103,20.260536413655068,0.0,0
21.044317975023777,20.666733838492412,20.82838477254209,0.0,1
10.201649380601122,0.3123919313947012,28.820148907864297,0.0,0
13.359069755507846,0.035887903113256514,17.285992423951768,0.0,0
20.984306179345616,0.3413086106117012,21.836224850574805,0.0,0
23.692332899977053,0.12096584015776479,27.982205687908763,0.0,0
20.85684140594985,0.3569763162532949,21.828570761552985,0.0,0
187.12935606427936,0.41126739719209837,23.820150063945142,0.0,1
18.494481522053555,0.40197925377626015,28.720928551575174,0.0,0
12.607390048162863,0.27625048370394456,85.3566176842915,0.0,1
16.400778958026457,0.2600849461553756,26.33409198147701,0.0,0
17.696806145201062,0.07143798066970586,23.304388603649805,0.0,0
25.285611131094576,0.3876730752015678,26.850305576344777,0.0,0
21.71809144784231,0.13570469022335718,24.381336599501218,0.0,0
11.18479922318633,8.708236356543484,27.289028049628925,0.0,1
21.620419846973974,0.14213704646375835,22.51533987441011,0.0,0
18.074588597918417,0.06691418149984657,24.087155128102296,0.0,0
16.615389998470206,100.0,20.05021103723993,1.0,1
23.05838144420434,0.027166017411451915,24.82496194996882,0.0,0
25.154997612479754,0.3743226170631,20.944995681855776,0.0,0
24.656400595580994,0.15879339763055833,19.429767749190034,0.0,0
15.803912383886807,6.734650224266003e-05,26.293305739276942,0.0,0
18.453938120743928,10.306262139916829,26.063698879288303,0.0,1
21.65631715701782,0.023425954263801563,28.914368674742864,0.0,0
24.877725635611796,0.13808477891044973,22.844372152124507,0.0,0
17.60412881077355,0.3534882437278581,27.04026423418378,0.0,0
19.071705116680914,0.03134481081093293,27.753987861368316,0.0,0
14.468325129969859,0.41966924617800117,27.223869039157975,0.0,0
14.018966879596647,0.001909961329291554,20.871731585989288,0.0,0
